团风	黄冈
西华	周口
南澳	汕头
徐汇	上海
博兴	滨州
峄城	枣庄
郏县	平顶山
南湖	嘉兴
南木林	日喀则
零陵	永州
南乐	濮阳
顺城	抚顺
东山	漳州
王益	铜川
茶陵	株洲
金堂	成都
朗县	林芝
鸡东	鸡西
隆子	山南
耿马傣族佤族	临沧
宣武	北京
平泉	承德
宽城满族	承德
铜官山	铜陵
广丰	上饶
偏关	忻州
沧浪	苏州
金塔	酒泉
龙凤	大庆
林周	拉萨
鹿城	温州
南丰	抚州
合浦	北海
南丹	河池
定日	日喀则
金山屯	伊春
大田	三明
普陀	上海
巴青	那曲
繁昌	芜湖
达尔罕茂明安联合旗	包头
古蔺	泸州
无为	巢湖
隆安	南宁
殷都	安阳
绥棱	绥化
江华瑶族	永州
平谷	北京
克拉玛依	克拉玛依
塘沽	天津
德钦	迪庆
白银	白银
平江	岳阳
石拐	包头
红花岗	遵义
兴和	乌兰察布
茂南	茂名
坡头	湛江
云岩	贵阳
永兴	郴州
昆都仑	包头
陆河	汕尾
铜山	徐州
南溪	宜宾
鼎湖	肇庆
阳山	清远
洪泽	淮安
溧水	南京
芦山	雅安
寿阳	晋中
安义	南昌
川汇	周口
拱墅	杭州
武陵	常德
嘉黎	那曲
站前	营口
崇义	赣州
新洲	武汉
麟游	宝鸡
金家庄	马鞍山
彭阳	固原
柞水	商洛
道外	哈尔滨
千阳	宝鸡
凤凰	湘西
新津	成都
安乡	常德
疏勒	喀什
海珠	广州
浮梁	景德镇
大竹	达州
桂东	郴州
临淄	淄博
山海关	秦皇岛
道真仡佬族苗族	遵义
乐亭	唐山
沾益	曲靖
东区	攀枝花
花垣	湘西
新浦	连云港
中阳	吕梁
乌拉特前旗	巴彦淖尔
北屯镇	阿勒泰
张家川回族	天水
蓬溪	遂宁
唐县	保定
大化瑶族	河池
安仁	郴州
揭东	揭阳
宝安	深圳
临洮	定西
龙南	赣州
萨尔图	大庆
周宁	宁德
金口河	乐山
向阳	鹤岗
宁洱哈尼族彝族	普洱
安源	萍乡
秦都	咸阳
云县	临沧
绩溪	宣城
掇刀	荆门
博罗	惠州
永年	邯郸
兴宁	南宁
兴宾	来宾
达孜	拉萨
乐业	百色
枫溪	潮州
浑江	白山
革吉	阿里
雄县	保定
安溪	泉州
泗阳	宿迁
珙县	宜宾
凌云	百色
彬县	咸阳
涿鹿	张家口
勐海	西双版纳
定襄	忻州
左贡	昌都
曹县	菏泽
乃东	山南
永德	临沧
榆阳	榆林
西岗	大连
临河	巴彦淖尔
孙吴	黑河
大宁	临汾
金阊	苏州
大安	自贡
陆良	曲靖
永修	九江
西峰	庆阳
亚东	日喀则
商河	济南
成武	菏泽
容县	玉林
临泉	阜阳
西峡	南阳
临泽	张掖
获嘉	新乡
昌乐	潍坊
伽师	喀什
上思	防城港
安远	赣州
鱼台	济宁
新平彝族傣族	玉溪
渭城	咸阳
和布克赛尔蒙古	塔城
荔浦	桂林
平舆	驻马店
新河	邢台
平房	哈尔滨
上杭	龙岩
威宁彝族回族苗族	毕节
边坝	昌都
崇信	平凉
献县	沧州
鄄城	菏泽
城中	西宁
天台	台州
涵江	莆田
华容	岳阳
石泉	安康
费县	临沂
泽普	喀什
华安	漳州
洪洞	临汾
华宁	玉溪
阿巴嘎旗	锡林郭勒盟
鲅鱼圈	营口
松北	哈尔滨
北关	安阳
翔安	厦门
河西	天津
荷塘	株洲
宿松	安庆
皇姑	沈阳
宝应	扬州
新会	江门
木兰	哈尔滨
康马	日喀则
红桥	天津
六合	南京
峨边彝族	乐山
如东	南通
睢县	商丘
甘南	齐齐哈尔
龙岗	深圳
东光	沧州
浑源	大同
东兴	内江
隆阳	保山
射洪	遂宁
东兰	河池
浚县	鹤壁
资源	桂林
长安	石家庄
沅陵	怀化
临澧	常德
施秉	黔东南
磴口	巴彦淖尔
长宁	宜宾
长寿	重庆
碾子山	齐齐哈尔
普定	安顺
霍邱	六安
旬邑	咸阳
桐庐	杭州
藤县	梧州
井研	乐山
罗城仫佬族	河池
孟津	洛阳
荔湾	广州
庆云	德州
柯城	衢州
前郭尔罗斯蒙古族	松原
鄂托克前旗	鄂尔多斯
五营	伊春
左云	大同
安泽	临汾
嘉鱼	咸宁
错那	山南
翠屏	宜宾
沛县	徐州
临漳	邯郸
宽甸满族	丹东
砀山	宿州
广饶	东营
通许	开封
狮子山	铜陵
灵川	桂林
邵东	邵阳
隆回	邵阳
海兴	沧州
凌河	锦州
临潼	西安
京口	镇江
澄江	玉溪
婺源	上饶
官渡	昆明
洞头	温州
江津	重庆
卧龙	南阳
长子	长治
环县	庆阳
龙山	辽源
沁县	长治
岳塘	湘潭
襄州	襄阳
娄星	娄底
洛隆	昌都
马村	焦作
船山	遂宁
张湾	十堰
威远	内江
莱城	莱芜
威信	昭通
新丰	韶关
利通	吴忠
达坂城	乌鲁木齐
许昌	许昌
宁武	忻州
全椒	滁州
头屯河	乌鲁木齐
扶风	宝鸡
广安	广安
墉桥	宿州
惠农	石嘴山
静安	上海
密云	北京
翠峦	伊春
静宁	平凉
尧都	临汾
通道侗族	怀化
班戈	那曲
吉安	吉安
天全	雅安
龙川	河源
龙州	崇左
连山壮族瑶族	清远
白塔	辽阳
岳池	广安
温江	成都
玉田	唐山
灵山	钦州
望都	保定
硚口	武汉
驿城	驻马店
新乡	新乡
永川	重庆
昌江	景德镇
天元	株洲
铁西	鞍山
汉滨	安康
汝南	驻马店
怀宁	安庆
米东	乌鲁木齐
方正	哈尔滨
怀安	张家口
衡山	衡阳
皋兰	兰州
和田	和田
丹棱	眉山
咸安	咸宁
中站	焦作
隰县	临汾
临渭	渭南
蠡县	保定
南明	贵阳
城东	西宁
西市	营口
吴堡	榆林
科尔沁左翼中旗	通辽
香坊	哈尔滨
岚皋	安康
西平	驻马店
立山	鞍山
秭归	宜昌
富县	延安
栖霞	南京
福田	深圳
多伦	锡林郭勒盟
南芬	本溪
庐江	巢湖
衡东	衡阳
陈巴尔虎旗	呼伦贝尔
慈利	张家界
濠江	汕头
仁寿	眉山
盐山	沧州
鼓楼	开封
浠水	黄冈
中牟	郑州
铁东	鞍山
宁江	松原
义县	锦州
孟连傣族拉祜族佤族	普洱
谢家集	淮南
东坡	眉山
渝中	重庆
延庆	北京
汶川	阿坝
淮上	蚌埠
蓬安	南充
建水	红河
望城	长沙
湖口	九江
类乌齐	昌都
曲阳	保定
海城	北海
武胜	广安
沐川	乐山
云霄	漳州
瓯海	温州
礼泉	咸阳
青山湖	南昌
惠阳	惠州
淳安	杭州
饶平	潮州
东城	北京
淮滨	信阳
古丈	湘西
隆昌	内江
疏附	喀什
西夏	银川
邯郸	邯郸
上蔡	驻马店
霞浦	宁德
云城	云浮
金台	宝鸡
叠彩	桂林
红岗	大庆
黄龙	延安
冷水滩	永州
英山	黄冈
临西	邢台
灵寿	石家庄
依兰	哈尔滨
斗门	珠海
宁河	天津
旬阳	安康
栾城	石家庄
神池	忻州
札达	阿里
忻城	来宾
巴州	巴中
应县	朔州
扶绥	崇左
吉州	吉安
五莲	日照
尼玛	那曲
长岭	松原
金寨	六安
和县	巢湖
东陵	沈阳
佳县	榆林
聂荣	那曲
溪湖	本溪
永宁	银川
息县	信阳
宁海	宁波
苏尼特左旗	锡林郭勒盟
定海	舟山
八宿	昌都
嵩明	昆明
洮北	白城
云阳	重庆
嘉定	上海
昂仁	日喀则
嵩县	洛阳
河东	临沂
夏津	德州
月湖	鹰潭
门头沟	北京
苍山	临沂
滑县	安阳
苍溪	广元
宝清	双鸭山
钟楼	常州
宁津	德州
东阿	聊城
金牛	成都
惠城	惠州
宕昌	陇南
雨城	雅安
海盐	嘉兴
安次	廊坊
前进	佳木斯
七里河	兰州
管城回族	郑州
沈丘	周口
雨湖	湘潭
青龙满族	秦皇岛
沂源	淄博
申扎	那曲
平昌	巴中
台前	濮阳
印台	铜川
连平	河源
雁峰	衡阳
宁远	永州
东海岛	湛江
都昌	九江
克什克腾旗	赤峰
岳麓	长沙
修文	贵阳
石棉	雅安
兴庆	银川
那曲	那曲
中原	郑州
临桂	桂林
略阳	汉中
德庆	肇庆
定远	滁州
铜陵	铜陵
宜丰	宜春
社旗	南阳
华龙	濮阳
达拉特旗	鄂尔多斯
玉环	台州
沙湾	塔城
宁明	崇左
城北	西宁
堆龙德庆	拉萨
谯城	亳州
仁布	日喀则
盈江	德宏
陈仓	宝鸡
上林	南宁
康平	沈阳
永泰	福州
宁乡	长沙
渝水	新余
无极	石家庄
会泽	曲靖
万荣	运城
西安	牡丹江
建湖	盐城
宽城	长春
朝天	广元
鸠江	芜湖
璧山	重庆
湖里	厦门
代县	忻州
拜城	阿克苏
长清	济南
泰和	吉安
双清	邵阳
商水	周口
滦南	唐山
顺庆	南充
湘潭	湘潭
乌尔禾	克拉玛依
双江拉祜族佤族布朗族傣族	临沧
蒸湘	衡阳
巨野	菏泽
汉台	汉中
双滦	承德
沙洋	荆门
滦县	唐山
黄州	黄冈
城西	西宁
尼木	拉萨
顺平	保定
湄潭	遵义
二七	郑州
友谊	双鸭山
太湖	安庆
召陵	漯河
裕安	六安
洛南	商洛
文成	温州
潘集	淮南
永顺	湘西
闵行	上海
金凤	银川
垣曲	运城
武昌	武汉
汝阳	洛阳
沿河土家族	铜仁
岚县	吕梁
临武	郴州
皮山	和田
丰宁满族	承德
苏尼特右旗	锡林郭勒盟
于洪	沈阳
隆化	承德
靖宇	白山
广德	宣城
靖安	宜春
独山子	克拉玛依
习水	遵义
峨山彝族	玉溪
汝城	郴州
防城	防城港
岳普湖	喀什
荥经	雅安
永福	桂林
沈河	沈阳
永新	吉安
花都	广州
兴山	鹤岗
沂水	临沂
塔什库尔干塔吉克	喀什
翼城	临汾
黄山	黄山
龙胜各族	桂林
雁山	桂林
南昌	南昌
顺德	佛山
冠县	聊城
嘉禾	郴州
陇西	定西
莘县	聊城
灌云	连云港
天镇	大同
离石	吕梁
曾都	随州
突泉	兴安盟
盐田	深圳
房山	北京
石景山	北京
纳雍	毕节
睢阳	商丘
库车	阿克苏
朔城	朔州
宝丰	平顶山
雨花台	南京
汉阳	武汉
自流井	自贡
汉阴	安康
秀英	海口
巴彦	哈尔滨
嘉祥	济宁
沙坪坝	重庆
古浪	武威
土默特右旗	包头
虹口	上海
海勃湾	乌海
未央	西安
珠山	景德镇
赣县	赣州
黄岛	青岛
屯留	长治
额敏	塔城
蔡甸	武汉
庄浪	平凉
黄岩	台州
泾源	固原
梨树	鸡西
海南	乌海
兴隆台	盘锦
定边	榆林
小店	太原
揭西	揭阳
云和	丽水
